ID,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy
29807561.271489.271489,0.333333333,0,0,0,0,0,0.333333333,0,0.333333333,0
30067442.271910.271910,0.09375,0.09375,0.0625,0.15625,0.0625,0.125,0.125,0.09375,0.0625,0.125
32228137.41844.41823,0,0,0,0,0,0,1,0,0,0
35389880.46786.46786,0,0,0.058823529,0.235294118,0,0.470588235,0,0,0,0.235294118
35389949.46786.46786,0,0,0,0,0,0,0,0,0,0
37586860.48065.48065,0,0.076923077,0.076923077,0.230769231,0,0.307692308,0.307692308,0,0,0
37657782.49269.49269,0,0,0.125,0.25,0.0625,0.3125,0.125,0,0,0.125
37658865.50178.50178,0,0,0,0.333333333,0,0,0.666666667,0,0,0
36609241.140684.140684,0,0,0,0,0,0,0,0,0,0
36609241.140697.140684,0,0,0.333333333,0,0,0.333333333,0,0,0,0.333333333
36666293.141036.141036,0,0,0.222222222,0.222222222,0,0.333333333,0,0,0,0.222222222
37094334.142178.142178,0.285714286,0,0,0.071428571,0,0.214285714,0.285714286,0.142857143,0,0
37675118.152684.152684,0,0,0,0.25,0,0.25,0.25,0,0.25,0
37701755.153297.153297,0,0,0,0,0,0,0,0,0,0
37781151.153418.153418,0,0,1,0,0,0,0,0,0,0
79184445.17659.17659,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333
79184445.17687.17659,0.206666667,0.046666667,0.06,0.06,0.033333333,0.066666667,0.253333333,0.04,0.186666667,0.046666667
79372979.21564.21564,0,0,0.5,0,0,0.5,0,0,0,0
80414266.21760.21760,0.25,0,0,0,0,0.25,0.25,0.25,0,0
80536330.22051.22051,0,0,0.25,0.25,0,0.25,0,0,0,0.25
80809434.21505.21505,0,0,0,0,0,0,0,0,0,0
119560480.21747.21747,0.064516129,0.096774194,0.129032258,0.129032258,0.129032258,0.096774194,0.096774194,0.096774194,0.064516129,0.096774194
126310039.22143.22143,0.142857143,0.071428571,0,0.071428571,0.071428571,0.071428571,0.214285714,0.071428571,0.285714286,0
126678289.22509.22509,0.157894737,0.105263158,0.052631579,0.052631579,0.052631579,0.105263158,0.263157895,0.052631579,0.105263158,0.052631579
130406990.30222.30183,0.125,0,0,0.5,0,0.375,0,0,0,0
130406990.30183.30183,0,0,0,0,0,0,0,0,0,0
133725053.31287.31287,0,0,0,0.333333333,0,0.666666667,0,0,0,0
134033055.31658.31658,0,0,0,0,0,0,1,0,0,0
134153609.31832.31832,0,0,0,0,0,0,0,0,0,0
135402685.31974.31974,0,0,0.2,0.2,0,0.6,0,0,0,0
135512280.32213.32213,0,0,0.1,0.2,0.1,0.2,0.2,0.1,0,0.1
135609919.32596.32596,0,0,0,0.5,0,0.5,0,0,0,0
288471421.7551.7538,0,0,0.291666667,0.083333333,0,0.375,0.083333333,0,0,0.166666667
288471421.7538.7538,0,0,0,0,0,0,0,0,0,0
288513049.8719.8719,0,0,0,0,0,0,0,0,0,0
288648146.9006.9006,0,0.055555556,0.166666667,0.166666667,0,0.388888889,0.111111111,0,0,0.111111111
288664696.9968.9968,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.181818182,0.090909091,0.090909091,0.090909091
288668396.10610.10610,0,0,0.125,0.125,0,0.5,0,0,0,0.25
288810602.11216.11216,0,0.333333333,0,0.333333333,0,0,0.333333333,0,0,0
308212225.20154.20117,0.111111111,0.111111111,0,0.111111111,0.111111111,0.222222222,0.111111111,0.111111111,0,0.111111111
308212225.20117.20117,0,0,0,0,0,0,0,0,0,0
308265563.20698.20698,0,0,0,0,0,1,0,0,0,0
308275778.21158.21158,0,0,0,0.2,0,0.8,0,0,0,0
308300522.21158.21158,0,0,0.25,0.125,0.125,0.25,0,0,0,0.25
308301320.22141.22141,0,0.2,0.2,0.2,0,0.2,0.2,0,0,0
308304332.21539.21539,0,0,1,0,0,0,0,0,0,0
419167397.8843.8810,0.04,0.04,0.04,0.32,0.04,0.36,0.08,0.04,0,0.04
419167397.8810.8810,0,0,0,0,0,1,0,0,0,0
419168633.9419.9419,0.090909091,0.090909091,0,0.272727273,0,0.181818182,0.272727273,0.090909091,0,0
419170724.9798.9798,0,0,0,0,0,0,0,0,0,0
419177786.9862.9862,0,0.066666667,0.133333333,0.066666667,0.066666667,0.2,0.266666667,0.066666667,0.133333333,0
419180916.10729.10729,0.1,0,0.1,0.05,0.05,0.2,0.25,0.2,0,0.05
419185804.11490.11490,0,0.055555556,0.055555556,0.111111111,0.055555556,0.222222222,0.222222222,0.055555556,0.111111111,0.111111111
431855130.18319.18319,0,0,0,0,0,0,0,0,0,0
431855130.18349.18319,0,0.166666667,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667
431855559.18786.18786,0,0,1,0,0,0,0,0,0,0
431856370.18888.18888,0,0,0,0.5,0,0.5,0,0,0,0
431857324.19081.19081,0.111111111,0,0.111111111,0.222222222,0,0.222222222,0.111111111,0.111111111,0,0.111111111
431857554.19723.19724,0,0,0,0.666666667,0,0.333333333,0,0,0,0
431858431.19833.19833,0,0,0,0,0,0,0,0,0,0
119611018.34391.34356,0,0,0,0.222222222,0,0.111111111,0.333333333,0.222222222,0.111111111,0
119611018.34356.34356,0,0,0,0,0,0,0,0,0,0
119612134.34645.34645,0,0,0,0,0,0,0,0,0,0
119651645.34785.34785,0.1,0.1,0.05,0.2,0.05,0.15,0.15,0.15,0,0.05
119651956.35085.35085,0,0,0.5,0,0,0,0.5,0,0,0
119656489.35381.35381,0,0,0,0,0,1,0,0,0,0
119658017.35450.35450,0.185185185,0.074074074,0.074074074,0.111111111,0.037037037,0.111111111,0.148148148,0.111111111,0.074074074,0.074074074
119658303.35689.35689,0,0,0.090909091,0.090909091,0,0.090909091,0.272727273,0.181818182,0.181818182,0.090909091
119741303.36118.36118,0,0,0,0,0,0,0,0,0,0
119741303.36150.36118,0.2,0.15,0,0.1,0,0.1,0.2,0.2,0,0.05
119741625.36627.36627,0.285714286,0.142857143,0,0,0,0,0.285714286,0.285714286,0,0
119757935.37069.37069,0.125,0.0625,0.125,0.0625,0.0625,0.0625,0.25,0.1875,0,0.0625
119759014.37352.37352,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0
119866923.37838.37838,0.153846154,0.153846154,0,0.153846154,0,0.153846154,0.153846154,0.153846154,0,0.076923077
119907903.38057.38057,0.111111111,0.111111111,0,0.055555556,0.055555556,0.222222222,0.222222222,0.166666667,0,0.055555556
120019394.39690.39690,0.111111111,0.111111111,0.111111111,0.111111111,0,0.222222222,0.222222222,0.111111111,0,0
12555849.280.247,0.157894737,0.157894737,0.105263158,0.052631579,0.052631579,0.263157895,0.105263158,0,0.052631579,0.052631579
12555849.247.247,0,0,0,0,0,0,0,0,0,0
12556012.936.936,0.111111111,0,0,0.277777778,0,0.333333333,0.166666667,0,0,0.111111111
12556125.2041.2041,0,0,0,0,0,0,0,0,0,0
12556954.2172.2172,0,0,0,0,0,0,0,0,0,0
12557251.2251.2251,0,0,0.1,0.3,0.1,0.4,0,0,0,0.1
12557888.2822.2822,0.125,0.125,0.0625,0.0625,0.0625,0.0625,0.1875,0.125,0.1875,0
12560090.7493.7493,0.146341463,0.097560976,0.073170732,0.170731707,0,0.146341463,0.170731707,0.097560976,0.048780488,0.048780488
12560527.9888.9889,0.045454545,0.045454545,0.136363636,0.181818182,0,0.318181818,0.136363636,0.045454545,0.045454545,0.045454545
12561741.11407.11407,0.176470588,0.117647059,0.176470588,0.176470588,0,0.058823529,0.235294118,0,0.058823529,0
12561854.12449.12449,0,0,0,0,0,0,0,0,0,0
12562585.13302.13302,0.125,0.041666667,0.125,0.125,0.125,0.125,0.083333333,0.083333333,0.041666667,0.125
12571053.14359.14359,0.142857143,0,0,0.357142857,0,0.214285714,0.071428571,0.071428571,0,0.142857143
12571110.14776.14776,0,0,0.19047619,0.238095238,0.095238095,0.238095238,0.095238095,0,0,0.142857143
33239804.93316.93286,0.153846154,0.230769231,0,0.076923077,0,0.076923077,0.384615385,0,0.076923077,0
33239804.93286.93286,0,0,0,0,0,0,0,0,0,0
33397443.93709.93709,0.2,0.4,0,0,0,0,0.4,0,0,0
33415092.94047.94047,0.25,0.166666667,0,0.166666667,0,0.083333333,0.25,0.083333333,0,0
33417539.94711.94711,0,0,0,0.5,0,0.5,0,0,0,0
33519660.95445.95445,0,0.1,0,0.3,0,0.2,0.2,0.1,0.1,0
33571394.95943.95943,0.15,0.15,0,0.1,0,0.15,0.25,0,0.2,0
32038624.63270.63259,0,0,1,0,0,0,0,0,0,0
32038624.63259.63259,0,0,0,0,0,0,0,0,0,0
32041952.63328.63328,0,0,0.125,0.25,0,0.375,0,0,0,0.25
32042401.63471.63471,0,0,0,0,0,0,0,0,0,0
32047190.63672.63672,0.5,0,0,0,0,0,0,0.5,0,0
32047642.64025.64025,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333
32051475.64371.64371,0,0.2,0.1,0.1,0,0.3,0.3,0,0,0
123376712.21847.21847,0,0,0,0,0,0,0,0,0,0
123376712.21877.21847,0.125,0,0,0.25,0,0.25,0.125,0,0,0.25
123378047.22222.22222,0,0.090909091,0.181818182,0.181818182,0.090909091,0.181818182,0,0.090909091,0,0.181818182
123380479.22547.22547,0.055555556,0.027777778,0.111111111,0.138888889,0.083333333,0.222222222,0.166666667,0.055555556,0.027777778,0.111111111
123383494.23358.23358,0,0,0.25,0.25,0,0.166666667,0.083333333,0.083333333,0,0.166666667
123418877.23872.23869,0.166666667,0,0,0.5,0,0.166666667,0.166666667,0,0,0
132071812.26342.26313,0,0,0,0,0,0,0,0,0,0
132071812.26313.26313,0,0,0,0,0,0,0,0,0,0
132244218.26541.26541,0,0,0.25,0.25,0,0.25,0.125,0.125,0,0
132807888.26909.26909,0,0,0,0,0,0.333333333,0.666666667,0,0,0
133890321.27282.27282,0,0,0,0,0,0,1,0,0,0
135275270.27412.27412,0,0,0,0,0,0,0,0,0,0
545795998.5792.5792,0,0,0,0,0,0,0,0,0,0
545795998.5828.5792,0.153846154,0.076923077,0.153846154,0.076923077,0.076923077,0.076923077,0.153846154,0.153846154,0,0.076923077
546717139.4540.4540,0.071428571,0.071428571,0.071428571,0.142857143,0,0.357142857,0.071428571,0.071428571,0.071428571,0.071428571
546995467.5554.5554,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0
547124194.6137.6137,0,0.166666667,0,0.166666667,0,0.25,0.25,0,0.166666667,0
547127193.6544.6544,0.285714286,0.285714286,0.142857143,0,0,0,0.142857143,0,0.142857143,0
547129128.6961.6961,0,0.2,0,0,0.1,0.1,0.2,0.2,0.2,0
566377175.5641.5641,0,0,0,0,0,0,0,0,0,0
566377175.5667.5641,0,0,0.2,0.2,0,0.6,0,0,0,0
566394527.6305.6305,0,0,0.333333333,0,0,0.333333333,0.333333333,0,0,0
568040175.6751.6751,0,0,0.142857143,0.285714286,0.142857143,0.285714286,0,0,0,0.142857143
568040717.7613.7613,0,0,0.5,0,0,0.5,0,0,0,0
568047470.7904.7904,0,0,0,0,0,0,0,0,0,0
568051197.7973.7973,0,0,0,0,0,1,0,0,0,0
568053201.8304.8304,0,0,0,0,0,0,0,0,0,0
571451725.13104.13073,0,0.111111111,0,0.111111111,0,0.444444444,0.111111111,0,0.111111111,0.111111111
571451725.13073.13073,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333
571582377.13504.13504,0,0,0,0,0,0.5,0,0,0,0.5
571586926.13951.13951,0,0,0,0.25,0,0.5,0,0,0,0.25
571593670.14323.14323,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333
571595099.14771.14771,0.125,0,0,0.125,0,0.375,0.125,0.125,0,0.125
571623250.14771.14771,0,0.25,0,0.25,0,0.25,0.25,0,0,0
571624392.15635.15635,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333
571659165.15957.15957,0.166666667,0.055555556,0,0.166666667,0,0.166666667,0.222222222,0.111111111,0,0.111111111
551192922.8330.8298,0,0,0,0,0,1,0,0,0,0
551192922.8298.8298,0,0,0,0,0,0,0,0,0,0
551499903.8636.8636,0,0,0.166666667,0.166666667,0,0.333333333,0.166666667,0,0,0.166666667
551548373.9056.9056,0,0,0,0.5,0,0.5,0,0,0,0
551697352.9328.9328,0,0,0,0,0,0,0,0,0,0
551741633.9534.9534,0,0,0.166666667,0.166666667,0,0.333333333,0.333333333,0,0,0
551852271.10076.10076,0,0,0.076923077,0.307692308,0.076923077,0.461538462,0,0,0,0.076923077
551900643.10717.10717,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.333333333,0.333333333,0,0,0
551942824.11587.11587,0,0,0.142857143,0.142857143,0.071428571,0.285714286,0.142857143,0.071428571,0,0.142857143
219684079.236.0,0,0,0,0,0,0,0,0,0,0
219684079.249.0,0.034482759,0.034482759,0.137931034,0.275862069,0.034482759,0.413793103,0.034482759,0,0,0.034482759
219697212.2721.2721,0,0,0.2,0.2,0,0.4,0.2,0,0,0
219715012.3233.3233,0,0.5,0,0,0,0,0.5,0,0,0
219721118.3618.3618,0.045454545,0.045454545,0.045454545,0.272727273,0.045454545,0.363636364,0.090909091,0,0.045454545,0.045454545
219723053.3233.3233,0,0,0,0.333333333,0,0.666666667,0,0,0,0
219723928.3883.3883,0,0.4,0,0,0,0,0.4,0,0.2,0
219737188.4093.4093,0.2,0.133333333,0.133333333,0.066666667,0.066666667,0.066666667,0.2,0.066666667,0.066666667,0
219684079.749.0,0,0,0,0,0,0,0,0,0,0
219684079.766.0,0,0,0,0,0,0,0,0,0,0
220144517.9591.9591,0,0,0,0,0,0.166666667,0.333333333,0.333333333,0.166666667,0
220145149.9796.9796,0,0,0.5,0,0,0,0.5,0,0,0
220174583.10022.10022,0.03125,0.03125,0.0625,0.15625,0.03125,0.46875,0.15625,0,0,0.0625
220272698.11616.11616,0,0,0,0.333333333,0,0.666666667,0,0,0,0
223149923.13769.13265,0,0,0,0,0.333333333,0.666666667,0,0,0,0
744911048.74260.74260,0,0,0,0,1,0,0,0,0,0
746191038.79421.79421,0.142857143,0,0,0.142857143,0,0.428571429,0.142857143,0.142857143,0,0
746209376.79749.79749,0,0.230769231,0,0.230769231,0,0.230769231,0.307692308,0,0,0
746223010.80735.80735,0.179487179,0.051282051,0.051282051,0.076923077,0.051282051,0.179487179,0.205128205,0.102564103,0.051282051,0.051282051
746227079.81873.81873,0.19047619,0.095238095,0.095238095,0.095238095,0.047619048,0.142857143,0.142857143,0.095238095,0.047619048,0.047619048
746241725.82162.82162,0.051282051,0.076923077,0.102564103,0.179487179,0,0.333333333,0.102564103,0.076923077,0.051282051,0.025641026
746296311.83642.83642,0.073170732,0.134146341,0.12195122,0.097560976,0.036585366,0.170731707,0.243902439,0.024390244,0.036585366,0.06097561
746227036.84028.83951,0,0,0.111111111,0.222222222,0,0.555555556,0.111111111,0,0,0
746227036.84017.83951,0,0,0,0,0,0,0,0,0,0
746242343.86690.86690,0.0625,0,0.3125,0.25,0.0625,0.125,0.125,0,0,0.0625
746242641.87017.87017,0,0,0.133333333,0.266666667,0,0.4,0.066666667,0,0.066666667,0.066666667
746297896.88235.88235,0,0,0,0,0,0,0.666666667,0.333333333,0,0
746297896.88732.88620,0,0,0.222222222,0.111111111,0.111111111,0.111111111,0.333333333,0.111111111,0,0
746317436.89834.89834,0.071428571,0.071428571,0.285714286,0.214285714,0,0.285714286,0.071428571,0,0,0
746333047.90926.90926,0.085714286,0.114285714,0.114285714,0.171428571,0.028571429,0.171428571,0.114285714,0.085714286,0.057142857,0.057142857
735662847.63971.63971,0.166666667,0.166666667,0.166666667,0,0,0,0.166666667,0.166666667,0.166666667,0
735662847.64013.63971,0,0,0,0.285714286,0,0.714285714,0,0,0,0
735663224.64496.64496,0,0.111111111,0.111111111,0.111111111,0.111111111,0.222222222,0.111111111,0.111111111,0,0.111111111
735663487.64590.64590,0.071428571,0.071428571,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.071428571,0,0.071428571
735663541.65076.65076,0,0,0,0,0,1,0,0,0,0
735663654.65184.65184,0,0,0,0.333333333,0,0.666666667,0,0,0,0
735663679.65540.65540,0,0,0,0,0,0,0,0,0,0
735663847.65626.65616,0,0,0,0,0,0,0,0,0,0
735663958.65912.65912,0,0,0,0,1,0,0,0,0,0
744447526.62129.62089,0.035087719,0.052631579,0.140350877,0.175438596,0.052631579,0.315789474,0.070175439,0.052631579,0.035087719,0.070175439
744447526.62089.62089,0,0,0,0,0,1,0,0,0,0
744473190.63791.63791,0,0,0,0,0,1,0,0,0,0
744482492.64327.64327,0.4,0,0,0,0,0,0.4,0.2,0,0
744491122.65122.65122,0,0,0,0,0,0,0,0,0,0
744562768.65122.65122,0.142857143,0,0.142857143,0.19047619,0.047619048,0.285714286,0.047619048,0.047619048,0,0.095238095
744563269.65962.65962,0,0,0,0.5,0,0.5,0,0,0,0
744563792.66543.66543,0.117647059,0.117647059,0,0.176470588,0.058823529,0.235294118,0.176470588,0.058823529,0.058823529,0
744571020.64558.64560,0,0,0,0.5,0,0.5,0,0,0,0
724541734.46242.46170,0,0,0.333333333,0,0,0.666666667,0,0,0,0
724541734.46170.46170,0,0,0,0.333333333,0,0.666666667,0,0,0,0
724548239.47243.47243,0.083333333,0.166666667,0.083333333,0.083333333,0,0.416666667,0.166666667,0,0,0
724552009.48142.48140,0,0,0,0,0,0,0,0,0,0
724559158.48142.48142,0,0,0,0.230769231,0,0.538461538,0.230769231,0,0,0
724559265.49473.49473,0.333333333,0,0,0.333333333,0,0,0.333333333,0,0,0
724560068.49932.49932,0.111111111,0,0,0.333333333,0,0.333333333,0.111111111,0.111111111,0,0
714183141.20565.20530,0,0,0.090909091,0.090909091,0,0.545454545,0.090909091,0,0,0.181818182
714183141.20530.20530,0,0,0,0,0,0,1,0,0,0
714187003.21699.21699,0.333333333,0,0,0,0,0.166666667,0.166666667,0.333333333,0,0
714188867.22249.22249,0.25,0.25,0,0,0,0,0.25,0.25,0,0
714231411.22374.22374,0,0,0.25,0,0,0.5,0.25,0,0,0
714231411.23285.23128,0,0,0.166666667,0.166666667,0,0.5,0.166666667,0,0,0
714248168.23497.23497,0,0.066666667,0.066666667,0.133333333,0,0.533333333,0.133333333,0,0,0.066666667
274927784.32062.32062,0,0,0,0,0,0,0,0,0,0
274927784.32089.32062,0.052631579,0.052631579,0.105263158,0.157894737,0.105263158,0.263157895,0.052631579,0.052631579,0.052631579,0.105263158
274963011.32826.32826,0,0,0,0,0,1,0,0,0,0
274967620.33071.33071,0.044776119,0.074626866,0.164179104,0.164179104,0.059701493,0.223880597,0.074626866,0.044776119,0.014925373,0.134328358
274971788.35750.35750,0.166666667,0,0,0.166666667,0,0.416666667,0.166666667,0,0,0.083333333
274978984.36986.36982,0.090909091,0,0,0.181818182,0,0.636363636,0.090909091,0,0,0
275062585.46320.46320,0.029411765,0.029411765,0.147058824,0.176470588,0.088235294,0.205882353,0.147058824,0,0.058823529,0.117647059
275070785.49126.49126,0.035087719,0.01754386,0.052631579,0.333333333,0.035087719,0.403508772,0.070175439,0.035087719,0,0.01754386
275079297.56110.56110,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0
275080427.55240.55127,0,0,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0,0,0
273791406.26170.26159,0,0.111111111,0.111111111,0.222222222,0,0.111111111,0.222222222,0,0,0.222222222
273791406.26159.26159,0,0,0,0,0,0,0,0,0,0
274050105.26663.26663,0,0,0,0,0,1,0,0,0,0
274571732.26822.26822,0.027027027,0.054054054,0.108108108,0.135135135,0.081081081,0.27027027,0.135135135,0.081081081,0.027027027,0.081081081
274574950.28132.28132,0,0,0.125,0.3125,0,0.125,0.3125,0.125,0,0
274576751.28940.28940,0,0,0.111111111,0.111111111,0,0.777777778,0,0,0,0
275322277.31367.31367,0.02173913,0.043478261,0.108695652,0.108695652,0.086956522,0.326086957,0.173913043,0.02173913,0.043478261,0.065217391
275326701.32492.32492,0,0,0,0,0,0,0,0,0,0
275328925.32552.32552,0.029411765,0.058823529,0.058823529,0.205882353,0,0.5,0.117647059,0.029411765,0,0
275332881.35583.35583,0.133333333,0.133333333,0,0.133333333,0.066666667,0.133333333,0.2,0.2,0,0
377377077.174238.174238,0,0,0,0,0,0,0,0,0,0
377386188.174847.174847,0.047619048,0.095238095,0.333333333,0.047619048,0,0.333333333,0.095238095,0.047619048,0,0
377392298.176945.176944,0,0.166666667,0.333333333,0.166666667,0,0.166666667,0.166666667,0,0,0
377395256.176676.176676,0,0,0,0,0,1,0,0,0,0
377396561.177976.177976,0,0.333333333,0,0,0,0,0.666666667,0,0,0
377402632.179291.179291,0.2,0,0,0.2,0,0.6,0,0,0,0
377407741.180068.180068,0,0,0.066666667,0.133333333,0,0.466666667,0.133333333,0.066666667,0,0.133333333
377413801.180540.180540,0,0.090909091,0,0.363636364,0,0.454545455,0.090909091,0,0,0
377414354.181162.181162,0.153846154,0.153846154,0.153846154,0.076923077,0,0.076923077,0.153846154,0.153846154,0.076923077,0
377547872.181614.181614,0.023809524,0.047619048,0.095238095,0.238095238,0.047619048,0.285714286,0.119047619,0,0.023809524,0.119047619
377549215.184323.184323,0,0.25,0,0.25,0,0,0.25,0,0.25,0
376899200.195579.195550,0,0,0,0,0,0,0,0,0,0
376899200.195550.195550,0,0,0,0,0,0,0,0,0,0
377000063.163946.163946,0.125,0.125,0.125,0.125,0,0.25,0.125,0.125,0,0
377001873.164637.164635,0.2,0.2,0,0.2,0,0,0.2,0,0.2,0
377046886.165606.165606,0,0,0.2,0.2,0.133333333,0.4,0.066666667,0,0,0
377166491.166728.166728,0,0,0,0.4,0,0.6,0,0,0,0
377179595.167106.167106,0,0,0,0.2,0.2,0.6,0,0,0,0
377180888.167498.167498,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333
377198587.167680.167680,0.030769231,0.030769231,0.138461538,0.153846154,0.030769231,0.307692308,0.215384615,0.030769231,0.015384615,0.046153846
377201053.169922.169922,0,0,0,0,0,0,0,0,0,0
377201947.170306.170306,0.111111111,0.111111111,0.111111111,0.111111111,0,0.222222222,0.111111111,0.111111111,0.111111111,0
377201969.170306.170306,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0
377202592.171423.171423,0.05,0.15,0,0.1,0,0.35,0.25,0.05,0.05,0
377203586.172180.172180,0,0,0,0,0,0,0,0,0,0
354488901.139597.139567,0,0,0.090909091,0.272727273,0.090909091,0.454545455,0,0,0,0.090909091
354488901.139567.139567,0,0,0,0,0,0,0,0,0,0
354693625.139997.139997,0.086956522,0.086956522,0.108695652,0.152173913,0.054347826,0.184782609,0.184782609,0.086956522,0.032608696,0.02173913
354698759.143559.143559,0.05,0.05,0.1,0.3,0.05,0.25,0.15,0,0,0.05
354700118.144118.144118,0,0.076923077,0,0.230769231,0,0.307692308,0.230769231,0.076923077,0.076923077,0
354702492.144553.144553,0.1,0,0,0.2,0,0.2,0.3,0.1,0,0.1
354709333.145161.145161,0,0.111111111,0,0.222222222,0,0.555555556,0.111111111,0,0,0
354899301.145643.145643,0.03030303,0,0.090909091,0.242424242,0,0.515151515,0.03030303,0.03030303,0,0.060606061
355239458.146994.146994,0,0,0,0.25,0,0.25,0.25,0,0,0.25
357158057.152895.152895,0,0,0,0,0,1,0,0,0,0
357158057.152922.152895,0,0.052631579,0.105263158,0.157894737,0.105263158,0.368421053,0.105263158,0,0,0.105263158
357170349.153429.153429,0.333333333,0,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0
357337144.154551.154543,0.153846154,0.076923077,0.076923077,0.153846154,0.076923077,0.153846154,0.076923077,0.076923077,0.076923077,0.076923077
357358242.154875.154875,0,0.333333333,0,0,0,0,0.333333333,0.333333333,0,0
357363300.155077.155077,0.142857143,0,0,0,0.142857143,0.285714286,0.285714286,0.142857143,0,0
304247607.4194.4194,1,0,0,0,0,0,0,0,0,0
304247607.4244.4194,0,0,0,0.4,0.2,0.4,0,0,0,0
304903298.6616.6616,0.058823529,0.117647059,0.058823529,0.058823529,0,0.294117647,0.176470588,0.058823529,0.117647059,0.058823529
305408542.7363.7363,0.090909091,0,0.045454545,0.318181818,0.045454545,0.136363636,0.227272727,0.045454545,0.045454545,0.045454545
305446891.8904.8904,0.071428571,0.107142857,0.071428571,0.107142857,0,0.25,0.178571429,0.071428571,0.071428571,0.071428571
305447207.10167.10167,0,0,0,0,0,1,0,0,0,0
305460515.10300.10300,0.25,0,0,0,0,0.25,0.25,0.25,0,0
305590850.10300.10300,0.072727273,0.054545455,0.090909091,0.163636364,0.018181818,0.254545455,0.163636364,0.109090909,0.036363636,0.036363636
305591589.13704.13704,0,0,0.111111111,0,0,0.222222222,0.444444444,0.111111111,0.111111111,0
303974195.20.20,0,0,0,0,0,0,0,0,0,0
303974195.48.20,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0
303994524.227.227,0.142857143,0,0,0.142857143,0,0.142857143,0.285714286,0.142857143,0,0.142857143
303995594.499.499,0.133333333,0.066666667,0.066666667,0,0.066666667,0.266666667,0.2,0.133333333,0,0.066666667
303996215.1149.1149,0.2,0,0,0.2,0,0.4,0.2,0,0,0
303996645.1366.1366,0,0,0,0.25,0,0.25,0.25,0.25,0,0
304007369.1869.1869,0,0.047619048,0.047619048,0.285714286,0,0.476190476,0.095238095,0.047619048,0,0
304011082.3233.3233,0.157894737,0.105263158,0.105263158,0.052631579,0,0.368421053,0.157894737,0,0,0.052631579
304513184.4194.4194,0.111111111,0,0.222222222,0,0,0.111111111,0.444444444,0.111111111,0,0
304896375.4659.4659,0,0,0,0.444444444,0,0.333333333,0.111111111,0,0,0.111111111
629393677.37752.37752,0,0,0,0,0,0,0,0,0,0
629393677.37785.37752,0.066666667,0.066666667,0,0.266666667,0,0.266666667,0.2,0.133333333,0,0
629401128.38771.38771,0.2,0.2,0,0,0,0.2,0.4,0,0,0
643895952.38972.38972,0,0.2,0,0.4,0,0.2,0.2,0,0,0
703750542.39786.39786,0,0,0,0,0,1,0,0,0,0
703750613.40066.40066,0.142857143,0.142857143,0.142857143,0,0,0,0.285714286,0.142857143,0.142857143,0
307307626.5085.5085,0,0,0,0,0,0,0,0,0,0
307307626.5118.5085,0,0,0.2,0.4,0,0.2,0,0,0,0.2
522741673.5786.5786,0.166666667,0,0.166666667,0.166666667,0,0.333333333,0,0,0,0.166666667
522742321.6110.6110,0.142857143,0.142857143,0,0.142857143,0,0.285714286,0.142857143,0.142857143,0,0
543172570.6467.6467,0,0,0,0,0,0,0,0,0,0
619788318.6655.6655,0,0,0.166666667,0.166666667,0,0.333333333,0,0.166666667,0,0.166666667
363001793.73101.73066,0.111111111,0.222222222,0.111111111,0,0,0,0.333333333,0.111111111,0.111111111,0
363001793.73066.73066,0,0,0,0,0,0,0,0,0,0
363064540.73433.73433,0.181818182,0.181818182,0,0.090909091,0,0.363636364,0.181818182,0,0,0
363104500.74023.74023,0.25,0,0,0.083333333,0,0.083333333,0.25,0.166666667,0.166666667,0
363112128.74493.74493,0.071428571,0.071428571,0,0.142857143,0.071428571,0.142857143,0.357142857,0.142857143,0,0
363131918.75098.75098,0.25,0,0,0,0.25,0.25,0.25,0,0,0
160894688.45391.45391,0,0,0,0,0,0,0,0,0,0
160894688.45447.45391,0.090909091,0.045454545,0,0.227272727,0.045454545,0.318181818,0.136363636,0,0,0.136363636
160925200.46772.46772,0.142857143,0.214285714,0,0.142857143,0,0.214285714,0.285714286,0,0,0
160965706.47807.47807,0,0,0,0,0,0,0,0,0,0
161000916.48085.48085,0,0,0,0.428571429,0,0.428571429,0,0,0,0.142857143
161010918.48905.48904,0,0,0.055555556,0.277777778,0,0.444444444,0.111111111,0,0.111111111,0
215793468.46148.0,0.111111111,0.111111111,0,0.194444444,0.027777778,0.277777778,0.194444444,0,0,0.083333333
